,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,customer_amount,seller_amount,geolocation_city,geolocation_state,mean_order_price,review_score
5860,17215,-22.26734848602948,-48.547603769718656,0,0,jau,SP,0.0,
5861,17220,-22.365478442308646,-48.66729236380141,2,0,jau,SP,89.45,5.0
5862,17230,-22.234558579647274,-48.721835002175325,7,1,itapui,SP,186.72714285714287,4.714285714285714
5863,17240,-22.141866295406953,-48.52780319919559,6,0,bocaina,SP,231.98333333333332,4.833333333333333
5864,17250,-22.07402227056759,-48.740256216555636,20,29,bariri,SP,137.72250000000003,4.25
5865,17260,-21.981683795530454,-48.80533121116171,5,0,itaju,SP,185.56,5.0
5866,17270,-22.196133797116712,-48.77801123326214,1,0,boraceia,SP,29.0,5.0
5867,17280,-22.3480131169951,-48.78449569702055,24,17,pederneiras,SP,125.29458333333332,4.625
5868,17285,-22.311514110761017,-48.89054504467095,0,0,guaianas,SP,0.0,
5869,17288,-22.197288042509594,-48.87553297553746,0,0,santelmo,SP,0.0,
5870,17290,-22.514093447641557,-48.71694212220496,18,3,macatuba,SP,165.8133333333333,4.277777777777778
5871,17300,-22.368024597233408,-48.3862619792224,12,36,dois corregos,SP,102.8075,4.333333333333333
5872,17310,-22.250351684575868,-48.38464116202757,1,0,guarapua,SP,60.0,5.0
5873,17320,-22.413396001739336,-48.45129697299396,3,63,mineiros do tiete,SP,72.05,3.6666666666666665
5874,17340,-22.48619767441373,-48.55959102350534,31,0,barra bonita,SP,123.63000000000004,3.967741935483871
5875,17350,-22.51618721317427,-48.56280548602923,8,8,igaracu do tiete,SP,39.769999999999996,4.875
5876,17360,-22.431454129411613,-48.1699661740724,6,0,torrinha,SP,70.44500000000001,4.0
5877,17370,-22.569639672881532,-48.15539870681134,2,5,santa maria da serra,SP,71.82000000000001,5.0
5878,17380,-22.282154968038324,-48.12510155957026,23,4,brotas,SP,86.62521739130435,4.695652173913044
5879,17400,-22.211471483564292,-49.658624971976394,35,119,garca,SP,86.67600000000002,4.428571428571429
5880,17405,-22.211922918839157,-49.70655035826017,0,0,jafa,SP,0.0,
5881,17410,-22.082489832465455,-49.71827152171473,2,0,alvaro de carvalho,SP,179.0,4.5
5882,17420,-22.41498476226227,-49.817154541307936,3,0,lupercio,SP,44.59666666666667,3.6666666666666665
5883,17430,-22.442094139615136,-49.763951516567325,0,0,alvinlandia,SP,0.0,
5884,17440,-22.527613435194997,-49.6617527581835,1,0,ubirajara,SP,79.9,5.0
5885,17450,-22.29283798246839,-49.55042809359678,1,0,galia,SP,199.0,5.0
5886,17455,-22.36028399502049,-49.52102141266443,1,0,fernao,SP,29.0,4.0
5887,17470,-22.41517885946495,-49.406220145953256,12,0,duartina,SP,104.38916666666667,4.25
5888,17475,-22.430820013229603,-49.52193823995829,4,0,lucianopolis,SP,35.725,2.0
5889,17479,-22.414406224833225,-49.413996777231695,0,0,duartina,SP,0.0,
5890,17480,-22.456542606976477,-49.33753259362305,4,0,cabralia paulista,SP,51.8225,4.0
5891,17490,-22.41459970679043,-49.13935965877436,10,0,piratininga,SP,244.91799999999998,4.0
5892,17492,-22.415853360577977,-49.14272138231224,0,0,piratininga,SP,0.0,
5893,17495,-22.413305595169145,-49.14401719524475,0,0,piratininga,SP,0.0,
5894,17498,-22.419540490330387,-49.13928907109154,0,0,piratininga,SP,0.0,
5895,17500,-22.218071537237172,-49.95022135910161,1,33,marilia,SP,379.9,5.0
5896,17501,-22.222454492299008,-49.946982295387656,11,0,marilia,SP,110.55272727272728,3.6363636363636362
5897,17502,-22.22353743113936,-49.958513948518075,7,0,marilia,SP,191.9557142857143,4.0
5898,17503,-22.22343356416197,-49.96504856501947,0,0,marilia,SP,0.0,
5899,17504,-22.213865032134283,-49.958519724399004,4,83,marilia,SP,29.424999999999997,4.25
5900,17505,-22.201858399386726,-49.96832318210501,7,1,marilia,SP,262.37142857142857,4.571428571428571
5901,17506,-22.203421379801583,-49.9590678258263,9,2,marilia,SP,910.1066666666667,4.555555555555555
5902,17507,-22.190884203220932,-49.96365583541793,5,0,marilia,SP,111.576,4.2
5903,17509,-22.212335154405462,-49.94566118521493,5,19,marilia,SP,90.35999999999999,3.8
5904,17510,-22.1972067661143,-49.9521952681175,7,69,marilia,SP,90.70857142857143,4.857142857142857
5905,17511,-22.179141091683245,-49.95694812195039,32,1,marilia,SP,118.85312500000003,4.03125
5906,17512,-22.15880124499384,-49.96150594898239,19,21,marilia,SP,135.17105263157896,4.2631578947368425
5907,17513,-22.203229129527816,-49.938709675535144,7,0,marilia,SP,113.83428571428571,2.857142857142857
5908,17514,-22.18558668174831,-49.926333650430514,20,4,marilia,SP,202.05849999999998,4.75
5909,17515,-22.211054243453667,-49.938798019286814,8,7,marilia,SP,76.22375,4.25
5910,17516,-22.223278613966098,-49.92623448675976,13,0,marilia,SP,121.39846153846156,4.846153846153846
5911,17519,-22.229962628646515,-49.936188527463,12,0,marilia,SP,102.94416666666666,4.583333333333333
5912,17520,-22.239089540413715,-49.925024041830774,5,0,marilia,SP,58.577999999999996,4.6
5913,17521,-22.239521710872417,-49.91668498014019,4,0,marilia,SP,174.245,3.75
5914,17522,-22.249300995173364,-49.93028262336313,7,0,marilia,SP,256.2142857142857,3.7142857142857144
5915,17523,-22.251677790161867,-49.93857134943046,6,0,marilia,SP,96.56333333333333,4.333333333333333
5916,17524,-22.24170675068277,-49.93219852435152,6,0,marilia,SP,174.365,4.0
5917,17525,-22.2350430736762,-49.96592017729145,1,0,marilia,SP,110.0,4.0
5918,17526,-22.23438342537475,-49.97666729419309,9,0,marilia,SP,75.15888888888888,4.333333333333333
5919,17527,-22.21936929891806,-49.974473195838854,4,0,marilia,SP,45.932500000000005,4.75
5920,17532,-22.22561246203763,-49.963339358985536,0,0,marilia,SP,0.0,
5921,17533,-22.187498347891424,-49.97903411745887,2,0,marilia,SP,49.35,5.0
5922,17539,-22.220802490765973,-49.88410106736847,0,0,marilia,SP,0.0,
5923,17540,-22.439785843395267,-49.920418157041055,5,0,ocaucu,SP,48.32000000000001,4.8
5924,17550,-22.010934628170975,-49.790054638038846,3,0,julio mesquita,SP,303.33,2.3333333333333335
5925,17560,-22.222173931019842,-49.822674319538606,13,1,vera cruz,SP,91.30538461538461,4.461538461538462
5926,17570,-22.1538461974624,-50.09395033021277,4,0,oriente,SP,254.3175,4.25
5927,17580,-22.10367343012363,-50.17893613850752,24,33,pompeia,SP,79.46166666666667,3.1666666666666665
5928,17590,-21.798872883557966,-50.24002469627394,1,0,queiroz,SP,45.0,5.0
5929,17600,-21.934484546249056,-50.513982294306906,18,1,tupa,SP,90.64166666666667,4.5
5930,17601,-21.926864046161832,-50.514137499884185,5,0,tupa,SP,76.136,4.8
5931,17602,-21.930547778284403,-50.49834751389763,14,82,tupa,SP,135.23357142857142,4.0
5932,17603,-21.942071879073374,-50.50082739495787,5,0,tupa,SP,89.97999999999999,4.2
5933,17604,-21.943091440035154,-50.51676304094404,25,2,tupa,SP,37.04,5.0
5934,17605,-21.93506719324893,-50.52481882516592,6,3,tupa,SP,68.91833333333334,4.166666666666667
5935,17606,-21.928465491539185,-50.52568357112497,5,3,tupa,SP,169.16,5.0
5936,17607,-21.92145205353624,-50.522877273420995,4,0,tupa,SP,207.4975,4.0
5937,17610,-21.92310421397105,-50.50300798934033,0,0,tupa,SP,0.0,
5938,17625,-22.082932678929353,-50.540399184704285,0,0,tupa,SP,0.0,
5939,17630,-21.773506095170134,-50.46472672496848,0,0,arco iris,SP,0.0,
5940,17650,-22.00349486530186,-50.38773723913576,3,0,herculandia,SP,61.63,4.333333333333333
5941,17670,-22.069566562620427,-50.30397737674216,5,0,quintana,SP,106.4,4.4
5942,17680,-21.858044927179165,-50.688853689418565,2,0,iacri,SP,28.49,4.0
5943,17690,-21.921257645470448,-50.73237742419827,18,0,bastos,SP,77.75555555555556,4.722222222222222
5944,17700,-21.795711019289445,-50.879277765103005,21,4,osvaldo cruz,SP,85.06952380952382,4.619047619047619
5945,17710,-21.883056004699924,-50.95564935842327,0,0,sagres,SP,0.0,
5946,17720,-21.624268807501764,-50.858928969583,3,0,salmourao,SP,34.62,3.6666666666666665
5947,17730,-21.781665365076357,-50.79155691581234,10,0,parapua,SP,135.99499999999998,3.9
5948,17740,-21.725410518910472,-50.72376135584335,3,0,rinopolis,SP,56.56333333333333,3.6666666666666665
5949,17760,-21.769363742814342,-50.961958450969824,3,0,inubia paulista,SP,101.66000000000001,5.0
5950,17780,-21.723624738454014,-51.01915775056406,12,0,lucelia,SP,80.1125,4.5
5951,17790,-21.851401043961307,-51.08551972030021,0,0,pracinha,SP,0.0,
5952,17800,-21.68423890796645,-51.076015335560356,44,0,adamantina,SP,157.39477272727268,4.0227272727272725
5953,17810,-21.79608569086669,-51.18213886034931,2,0,mariapolis,SP,55.95,1.0
5954,17830,-21.614401792889332,-51.171722502040666,4,0,florida paulista,SP,88.44749999999999,4.25
5955,17860,-21.563059536640438,-51.263332875206835,7,0,pacaembu,SP,242.18428571428575,4.142857142857143
5956,17870,-21.67684997043302,-51.38098148948543,1,0,flora rica,SP,200.0,5.0
5957,17880,-21.567726660682453,-51.35147355015182,6,0,irapuru,SP,148.24666666666667,4.333333333333333
5958,17890,-21.511446904180822,-51.435774888929295,19,0,junqueiropolis,SP,106.80210526315791,4.578947368421052
5959,17900,-21.48639335970809,-51.533744143993815,39,246,dracena,SP,123.01307692307692,4.256410256410256
5960,17905,-24.228585747957283,-46.883412703037685,1,0,jamaica,SP,59.0,5.0
5961,17920,-21.489809661372444,-51.7009822999333,3,0,ouro verde,SP,102.65666666666665,4.333333333333333
5962,17930,-21.385866861981842,-51.57363397353585,12,0,tupi paulista,SP,64.9175,3.6666666666666665
5963,17940,-21.352006028898863,-51.753618882801824,3,0,santa mercedes,SP,75.66333333333334,5.0
5964,17950,-21.332455863200394,-51.64596990139045,1,0,nova guataporanga,SP,75.0,4.0
5965,17960,-21.299468617508857,-51.5678132069837,1,0,monte castelo,SP,91.5,5.0
5966,17970,-21.266047884030016,-51.667203021877484,0,0,sao joao do pau d'alho,SP,0.0,
5967,17980,-21.361873138870816,-51.85690282245928,9,0,panorama,SP,77.89888888888889,4.666666666666667
5968,17990,-21.31117247818891,-51.834902374357675,6,0,pauliceia,SP,178.37833333333333,2.3333333333333335
5969,18010,-23.500699662169755,-47.45936934082601,14,0,sorocaba,SP,84.41785714285713,4.5
5970,18013,-23.491115625012167,-47.43011043994363,5,0,sorocaba,SP,60.336,3.0
5971,18015,-23.502754626563185,-47.430450592561066,9,98,sorocaba,SP,143.41,4.0
5972,18016,-23.49546423987318,-47.42828678920389,15,0,sorocaba,SP,108.57733333333336,4.133333333333334
5973,18017,-23.492578215801924,-47.41091670439589,25,21,sorocaba,SP,156.08240000000004,3.64
5974,18020,-23.506818689006558,-47.44565113471125,16,0,sorocaba,SP,52.976875,4.5
5975,18021,-23.5083110437503,-47.42866744631925,8,0,sorocaba,SP,169.56875,4.5
5976,18022,-23.52468862113182,-47.440578504605185,2,0,sorocaba,SP,104.69500000000001,4.5
5977,18023,-23.510531622008717,-47.35567458852157,1,0,sorocaba,SP,39.9,4.0
5978,18025,-23.51561244157366,-47.44346053722514,25,111,sorocaba,SP,119.8476,4.0
5979,18030,-23.510538970251268,-47.45966978985546,17,3,sorocaba,SP,169.7729411764706,3.9411764705882355
5980,18031,-23.51702258112065,-47.457762980548374,10,0,sorocaba,SP,88.346,4.2
5981,18035,-23.501008718763483,-47.462025917264214,18,1,sorocaba,SP,103.50500000000002,4.833333333333333
5982,18040,-23.505547950176677,-47.469705263932234,17,43,sorocaba,SP,99.68294117647058,4.0588235294117645
5983,18043,-23.505654482558477,-47.479115135789606,3,0,sorocaba,SP,48.23333333333333,3.0
5984,18044,-23.510186495798692,-47.47802969404191,11,7,sorocaba,SP,199.1490909090909,4.2727272727272725
5985,18045,-23.519046486009138,-47.48526575155911,15,0,sorocaba,SP,123.48533333333334,4.133333333333334
5986,18046,-23.521977833330244,-47.47440850898065,12,0,sorocaba,SP,151.8191666666667,4.583333333333333
5987,18047,-23.520376831300776,-47.46298465265636,8,2,sorocaba,SP,57.286249999999995,5.0
5988,18048,-23.53688952817112,-47.4696868600856,19,118,sorocaba,SP,107.52263157894737,4.2631578947368425
5989,18050,-23.514942762348884,-47.49952973151336,18,0,sorocaba,SP,80.58444444444447,3.9444444444444446
5990,18051,-23.518036151648534,-47.503546771820425,23,0,sorocaba,SP,99.83043478260869,4.565217391304348
5991,18052,-23.531731945338546,-47.49980351058786,13,8,sorocaba,SP,132.2438461538462,4.615384615384615
5992,18053,-23.50113158753629,-47.518579280491025,25,11,sorocaba,SP,90.06920000000002,4.8
5993,18054,-23.49366255558067,-47.52355978260048,2,0,sorocaba,SP,63.95,3.0
5994,18055,-23.497316500688576,-47.5016021640742,40,82,sorocaba,SP,102.49125,4.35
5995,18056,-23.507203259384895,-47.50348495089037,6,0,sorocaba,SP,110.96499999999999,4.166666666666667
5996,18057,-23.47985622560967,-47.509849880081205,7,0,sorocaba,SP,203.70428571428573,4.428571428571429
5997,18060,-23.49138635112907,-47.47060625398323,15,5,sorocaba,SP,106.69800000000004,4.2
5998,18061,-23.49545507196502,-47.48491380651181,8,0,sorocaba,SP,86.415,3.375
5999,18065,-23.48549047246887,-47.47950405912514,10,0,sorocaba,SP,96.58,2.8
6000,18066,-23.481172318394922,-47.49547583253126,2,0,sorocaba,SP,24.7,3.0
6001,18070,-23.47353065420714,-47.483469553604266,11,1,sorocaba,SP,56.38181818181818,4.090909090909091
6002,18071,-23.46300549914993,-47.50261674690875,30,0,sorocaba,SP,68.33500000000001,4.0
6003,18072,-23.433547523156022,-47.50917936639681,14,57,sorocaba,SP,94.03428571428572,4.857142857142857
6004,18073,-23.392829106605845,-47.5191016364624,0,0,sorocaba,SP,0.0,
6005,18074,-23.453584506332742,-47.48851312145476,20,1,sorocaba,SP,142.20250000000001,3.95
6006,18075,-23.474030349371844,-47.46739714652167,23,0,sorocaba,SP,110.08913043478262,4.3478260869565215
6007,18076,-23.464204707776585,-47.47145666010211,15,3,sorocaba,SP,128.05533333333335,4.4
6008,18077,-23.453975800323057,-47.473709082916216,18,0,sorocaba,SP,151.16166666666666,4.166666666666667
6009,18078,-23.438079060975763,-47.46774085310073,22,0,sorocaba,SP,95.06545454545454,4.7272727272727275
6010,18079,-23.436314739688918,-47.47137629459927,11,0,sorocaba,SP,74.59454545454547,2.5454545454545454
6011,18080,-23.485222804706996,-47.45986989975183,16,10,sorocaba,SP,107.77687499999999,4.125
6012,18081,-23.47724526219936,-47.45071002087773,15,0,sorocaba,SP,63.41466666666666,4.8
6013,18084,-23.47591158560804,-47.41709676602804,0,0,sorocaba,SP,0.0,
6014,18085,-23.472414567045835,-47.433669226304225,19,10,sorocaba,SP,97.66000000000003,4.315789473684211
6015,18086,-23.447608976741737,-47.44713633654418,7,0,sorocaba,SP,124.78285714285714,4.714285714285714
6016,18087,-23.459173046685173,-47.40454580051051,23,10,sorocaba,SP,116.5434782608696,4.086956521739131
6017,18090,-23.48159963547886,-47.44821483282601,18,8,sorocaba,SP,169.2227777777778,3.8333333333333335
6018,18095,-23.48904874926991,-47.44884570584838,11,0,sorocaba,SP,89.54181818181819,3.4545454545454546
6019,18103,-23.419167901610308,-47.41672110932449,13,3,sorocaba,SP,144.70461538461538,3.6923076923076925
6020,18104,-23.411688334404573,-47.38957405069192,0,0,sorocaba,SP,0.0,
6021,18105,-23.40158741531339,-47.37933622981909,8,0,sorocaba,SP,102.26625,4.25
6022,18108,-23.499859401375318,-47.374698329273066,14,0,sorocaba,SP,96.66642857142858,4.142857142857143
6023,18110,-23.543319623797903,-47.45738003311678,16,277,votorantim,SP,127.75062500000003,4.25
6024,18111,-23.534966496904083,-47.440266039002715,13,4,votorantim,SP,67.48461538461537,4.846153846153846
6025,18112,-23.529854200069636,-47.433721424331104,12,0,votorantim,SP,215.43583333333336,4.0
6026,18113,-23.538114638241517,-47.414779951492385,7,0,votorantim,SP,181.21714285714285,5.0
6027,18114,-23.543695877487025,-47.436261747657255,5,0,votorantim,SP,58.164,4.0
6028,18115,-23.56148136654526,-47.45059205912182,12,0,votorantim,SP,76.3575,4.25
6029,18116,-23.551056829551978,-47.46253507417555,12,0,votorantim,SP,101.34833333333334,4.333333333333333
6030,18117,-23.569271648168506,-47.46015473488269,22,0,votorantim,SP,54.08318181818183,3.772727272727273
6031,18118,-23.475461855285072,-46.85306482807587,1,0,votorantim,SP,87.99,4.0
6032,18119,-23.546530728461864,-47.49220093703209,8,0,votorantim,SP,124.79124999999999,4.75
6033,18120,-23.536502958352973,-47.18889011605327,28,2,mairinque,SP,96.08428571428571,4.107142857142857
6034,18125,-23.52386550882949,-47.2566134724933,14,0,aluminio,SP,89.4392857142857,3.2857142857142856
6035,18130,-23.531424390734568,-47.134427650462705,22,77,sao roque,SP,126.43136363636367,4.681818181818182
6036,18131,-23.53171637882901,-47.148670759327565,7,11,sao roque,SP,75.23285714285714,4.714285714285714
6037,18132,-23.51785667889076,-47.14000062242054,17,1,sao roque,SP,82.74764705882355,4.235294117647059
6038,18133,-23.518543927010445,-47.12860853773638,12,0,sao roque,SP,130.46166666666667,4.166666666666667
6039,18134,-23.523970256589994,-47.130875394960086,12,0,sao roque,SP,45.0725,4.583333333333333
6040,18135,-23.547386224423946,-47.12199203664021,11,0,sao roque,SP,76.63909090909091,4.090909090909091
6041,18136,-23.54858318028307,-47.137245126987445,4,14,sao roque,SP,186.9725,4.5
6042,18140,-23.53960810418339,-47.05374554545898,1,0,sao roque,SP,19.2,4.0
6043,18143,-23.56020677550749,-47.08774177583636,7,0,sao roque,SP,220.46285714285713,4.714285714285714
6044,18145,-23.586618239598725,-47.13529939925472,2,0,sao roque,SP,14.989999999999998,4.0
6045,18147,-23.434370516019598,-47.067361987331125,10,0,aracariguama,SP,75.975,3.9
6046,18150,-23.660297402747567,-47.216803875883514,36,0,ibiuna,SP,95.54222222222225,4.166666666666667
6047,18155,-23.6642773518634,-47.272414194846036,0,0,paruru,SP,0.0,
6048,18160,-23.650084860226986,-47.577740424892745,15,0,salto de pirapora,SP,78.03266666666669,4.066666666666666
6049,18170,-23.715944600804175,-47.41423188991358,25,0,piedade,SP,114.11040000000001,4.16
6050,18180,-23.963910485651006,-47.50544464465205,2,0,tapirai,SP,54.325,3.0
6051,18185,-23.81197455444591,-47.72290759681853,15,30,pilar do sul,SP,69.484,4.533333333333333
6052,18190,-23.51528398330601,-47.6101837826727,11,0,aracoiaba da serra,SP,128.0609090909091,4.818181818181818
6053,18195,-23.477943216104887,-47.73925651476335,3,0,capela do alto,SP,277.99666666666667,5.0
6054,18200,-23.587565723331036,-48.044869013829825,25,3,itapetininga,SP,97.81200000000003,3.72
6055,18201,-23.584323318798525,-48.035746466246295,5,0,itapetininga,SP,282.15600000000006,3.2
6056,18202,-23.587188002777914,-48.019601752997474,4,0,itapetininga,SP,40.825,5.0
6057,18203,-23.596574876108345,-48.03418571426228,1,0,itapetininga,SP,44.9,4.0
6058,18204,-23.607760710117823,-48.01382834757349,0,0,itapetininga,SP,0.0,
6059,18205,-23.60089865444253,-48.051084299558745,2,0,itapetininga,SP,10.5,4.0
6060,18206,-23.617241145186426,-48.05828808458799,3,0,itapetininga,SP,26.763333333333332,5.0
6061,18207,-23.601255884857707,-48.07028912493731,12,0,itapetininga,SP,195.3541666666667,2.5833333333333335
6062,18208,-23.59179313088454,-48.068845061424454,7,0,itapetininga,SP,142.05714285714285,4.714285714285714
6063,18209,-23.584758339181782,-48.070515056506636,3,0,itapetininga,SP,100.33,3.6666666666666665
6064,18210,-23.58098906289378,-48.05385572239792,5,0,itapetininga,SP,98.55799999999999,4.6
6065,18211,-23.562257623703044,-48.041533476767455,4,0,itapetininga,SP,257.4325,4.75
6066,18212,-23.571817551425642,-48.03604940951495,6,0,itapetininga,SP,227.79833333333332,4.0
6067,18213,-23.57267662698428,-48.02371678579994,9,0,itapetininga,SP,73.00222222222222,4.111111111111111
6068,18214,-23.57820445721029,-48.01198813933821,6,0,itapetininga,SP,87.72333333333331,4.666666666666667
6069,18215,-23.589453812024065,-47.988820112558095,1,0,itapetininga,SP,205.0,5.0
6070,18216,-22.042863315079195,-47.89293323886167,0,0,conceicao,SP,0.0,
6071,18217,-23.599153923116564,-48.317472256050465,2,0,rechan,SP,144.4,3.0
6072,18218,-23.770691863426485,-48.12964897398907,0,0,gramadinho,SP,0.0,
6073,18220,-23.56157106605844,-47.88510054852834,3,5,alambari,SP,59.96,5.0
6074,18225,-23.637789964373795,-47.82642968733282,2,0,sarapui,SP,124.44,3.0
6075,18230,-23.878443429622717,-47.995279102161966,13,0,sao miguel arcanjo,SP,100.85307692307694,4.0
6076,18240,-23.49563098807611,-48.407203156224355,8,0,angatuba,SP,102.34375,4.5
6077,18243,28.008978338034268,-15.536867177679133,0,0,bom retiro da esperanca,SP,0.0,
6078,18245,-23.576779040959234,-48.44621063221949,2,0,campina do monte alegre,SP,118.95,4.5
6079,18250,-23.370433125635625,-48.18287212973657,6,0,guarei,SP,218.79833333333332,4.833333333333333
6080,18255,-23.293914797337052,-48.05753808479265,3,0,quadra,SP,147.96666666666667,5.0
6081,18260,-23.180441288501907,-48.12477521833466,2,0,porangaba,SP,83.195,4.0
6082,18265,-23.245734985208358,-48.196089952338575,0,0,torre de pedra,SP,0.0,
6083,18270,-23.349777166836894,-47.84737774347543,14,1,tatui,SP,176.8457142857143,4.285714285714286
6084,18271,-23.34333798469785,-47.839689532998875,18,0,tatui,SP,131.08000000000004,4.333333333333333
6085,18272,-23.34603440540425,-47.82517436668725,3,0,tatui,SP,39.96666666666667,4.666666666666667
6086,18273,-23.36066565604885,-47.81458981007484,7,0,tatui,SP,75.96857142857142,4.714285714285714
6087,18274,-23.373381773276435,-47.846997161243245,6,0,tatui,SP,232.78166666666667,3.5
6088,18275,-23.357148289823016,-47.85466102957959,14,0,tatui,SP,99.46285714285715,4.285714285714286
6089,18276,-23.36033442262857,-47.86746818172678,6,0,tatui,SP,105.78166666666668,4.5
6090,18277,-23.352795029539955,-47.87213798561125,7,0,tatui,SP,101.39142857142856,4.0
6091,18278,-23.34400083421551,-47.86152527349471,2,0,tatui,SP,393.5,4.0
6092,18279,-23.333791304252223,-47.84745972933328,7,11,tatui,SP,140.79857142857142,4.285714285714286
6093,18280,-23.32354632302402,-47.85931340039969,0,0,tatui,SP,0.0,
6094,18285,-23.22615684992227,-47.95507950049946,13,0,cesario lange,SP,151.26923076923077,4.153846153846154
6095,18290,-23.79925290070357,-48.60001796917145,10,0,buri,SP,93.832,4.4
6096,18300,-24.004657807086662,-48.35022640713705,15,0,capao bonito,SP,121.738,4.533333333333333
6097,18301,-23.99161452595917,-48.3486097667683,1,0,capao bonito,SP,58.99,4.0
6098,18302,-23.986101476437216,-48.352830178125764,0,0,capao bonito,SP,0.0,
6099,18303,-23.98075956187818,-48.345030562295946,1,0,capao bonito,SP,51.92,4.0
6100,18304,-24.00658250001525,-48.337664523915855,3,0,capao bonito,SP,151.74333333333334,5.0
6101,18305,-24.013846719177685,-48.34081618801694,8,0,capao bonito,SP,55.84625,4.25
6102,18306,-24.01569324010852,-48.34881379947726,0,0,capao bonito,SP,0.0,
6103,18307,-24.011747952815654,-48.35048094956012,4,0,capao bonito,SP,47.52250000000001,4.75
6104,18310,-24.187719198391974,-48.531430541899034,3,0,guapiara,SP,70.09666666666666,4.333333333333333
6105,18315,-24.103860798030997,-48.36699491002351,0,0,ribeirao grande,SP,0.0,
6106,18320,-24.510390277468804,-48.844058297866596,8,0,apiai,SP,68.44624999999999,4.0
6107,18325,-24.47274777492416,-49.02512607579074,0,0,barra do chapeu,SP,0.0,
6108,18330,-24.580012397903126,-48.60529114063745,0,0,iporanga,SP,0.0,
6109,18360,-24.640101288080345,-48.83887484847452,1,0,itaoca,SP,55.8,5.0
6110,18380,-24.657729784002104,-49.007751023908156,3,0,ribeira,SP,69.75999999999999,4.0
6111,18385,-24.566684155812517,-49.17994200783829,2,0,itapirapua paulista,SP,239.89999999999998,5.0
6112,18400,-23.9832494362654,-48.87652512325584,14,0,itapeva,SP,104.65214285714286,4.285714285714286
6113,18401,-23.974148024905684,-48.87104664329505,4,8,itapeva,SP,391.20000000000005,4.5
6114,18402,-23.955655955493263,-48.8424104019487,0,0,itapeva,SP,0.0,
6115,18403,-23.982220681515305,-48.868094601358955,2,0,itapeva,SP,89.9,4.5
6116,18404,-23.99127566276289,-48.86831285418365,1,0,itapeva,SP,29.9,5.0
6117,18405,-23.994333983734982,-48.87739015046109,3,0,itapeva,SP,73.26666666666667,4.666666666666667
6118,18406,-23.995593132937426,-48.885136846421126,9,0,itapeva,SP,79.08666666666666,3.5555555555555554
6119,18407,-23.990010810909506,-48.89105652417942,13,0,itapeva,SP,31.523076923076925,2.230769230769231
6120,18408,-23.995618220685508,-48.90319573413268,2,0,itapeva,SP,46.9,5.0
6121,18409,-23.983121609666224,-48.88894090646998,4,0,itapeva,SP,67.9475,3.75
6122,18410,-23.97770304861235,-48.88707537194567,6,0,itapeva,SP,133.07333333333332,5.0
6123,18411,-23.97142122229953,-48.88364222690316,3,0,itapeva,SP,235.96333333333334,4.333333333333333
6124,18412,-23.969101281142613,-48.90832256955706,0,0,itapeva,SP,0.0,
6125,18420,-23.713555031124756,-48.852459063283526,0,0,guarizinho,SP,0.0,
6126,18425,-23.92576056030005,-48.69799582939115,3,0,taquarivai,SP,224.96333333333334,5.0
6127,18430,-24.190933403133126,-48.811375505042626,2,0,ribeirao branco,SP,226.495,3.0
6128,18435,-24.121789977420086,-48.904884830443,2,0,nova campina,SP,78.25,4.5
6129,18440,-23.86523119516945,-49.14092247100062,8,0,itabera,SP,170.7675,4.75
6130,18460,-24.111502882057714,-49.331432729703785,39,0,itarare,SP,100.13589743589743,3.8205128205128207
6131,18470,-23.829015027571014,-49.43437700441544,1,0,riversul,SP,89.9,4.0
6132,18475,-24.319269304967403,-49.14022698862056,0,0,bom sucesso de itarare,SP,0.0,
6133,18480,-23.705464946211745,-49.486363478018,17,3,itaporanga,SP,136.72176470588238,3.9411764705882355
6134,18490,-23.629890587499176,-49.56223751154983,0,0,barao de antonina,SP,0.0,
6135,18500,-23.04955173261455,-47.83762131131263,21,318,laranjal paulista,SP,107.44380952380953,4.666666666666667
6136,18510,-23.038766700927138,-47.89387609159676,5,0,maristela,SP,127.86400000000003,4.2
6137,18520,-23.166261903785387,-47.746688703504226,38,0,cerquilho,SP,94.20500000000003,4.7368421052631575
6138,18530,-23.10162100644003,-47.711819140556784,47,11,tiete,SP,91.97276595744681,3.765957446808511
6139,18535,-23.08189502948993,-47.79428781264151,7,0,jumirim,SP,78.2,4.857142857142857
6140,18540,-23.21199047441579,-47.52209837709139,26,0,porto feliz,SP,119.57576923076925,4.615384615384615
6141,18550,-23.2874269483057,-47.67058614671448,61,17,boituva,SP,126.25655737704915,4.114754098360656
6142,18560,-23.36601727317897,-47.675628068350804,20,0,ipero,SP,180.46399999999997,4.3
6143,18570,-23.019107243424628,-48.010925171022315,11,0,conchas,SP,150.00181818181818,3.909090909090909
6144,18580,-23.07451956740896,-47.97535860552217,1,0,pereiras,SP,54.99,5.0
6145,18590,-23.110602286087342,-48.262470448819585,10,3,bofete,SP,215.75900000000001,2.7
6146,18600,-22.88753798552459,-48.44108689823038,10,0,botucatu,SP,133.35500000000002,3.7
6147,18601,-22.892592677028812,-48.432807890658594,4,0,botucatu,SP,170.36749999999998,4.5
6148,18602,-22.893964408254103,-48.44436506123002,5,0,botucatu,SP,73.678,5.0
6149,18603,-22.882458812320827,-48.45117093410016,22,0,botucatu,SP,206.51136363636363,3.5454545454545454
